"Teks;label;train/test"
"Pinjaman s/d 1 miliard jaminan bpkb mobil/truck min th 1998. Bunga 0,8%. Syarat mudah. Proses1hari  PT. Bunas Finance Tbk (cover all wilayah) ANDI 081330134449;penipuan;train"
"De inih bapa pake no temen, tolong kirimin pulsa ke no inih soalnya penring banget, nanti di rumah digantiin;penipuan;train"
"Surat keputusan dari Tri Care INDONESIA No.XV/2016 Pin_Pemenang ANDA:67ytg44 mendapatkan HADIAH CEK TUNAI Rp.45juta U/INFO klik: www.info-undian3.webnode.com;penipuan;train"
"""TOGEL SGP EDISI SENIN 10/06/2013 ANGKA JITU 40,76,65,53,89 di jamin tbs,stlh tbs anda harus krim plsa 100rb sebagai maharnya dkrm ke no; 082329969711 KI KARSO"";penipuan;train"
"Tolong uangnya di transfer aja kesini MANDIRI a/n RAHMAD ADRIAN No rek: 1340-0065-58125 sms aja kalo sdh dikirim, trims;penipuan;train"
"PESAN RESMI dr PT.Tricare Slamat No anda tpilih mndpt HADIAH 1unit Mobil Honda JAZZ Pin Pmenang anda 454647LM u/ Info Klik:www.hadiah-tricaretbk2016.jimdo.com;penipuan;train"
"""Kesempatan menjadi agen pulsa/ALL Operator MKIOS, Harga murah; 5=4500, 10=8500, 20=18000, 25=22000, 50=45000, Ketik GABUNG Kirim ke 087775777917"";penipuan;train"
"Dana Tunai (KTA) bunga 0,99% hingga 300 jt. Syarat KTP & CC. Bisa Dgn BPKB rate 0.99% 3 hari CAIR . hub AYU 081584650877 (WA).mhn maaf bila menggangu;penipuan;train"
"PT. Pertamina persero menerima karyawan(i) Lulusan SMK, D1,D2,D3,S1&S2 kirim lamaran,CV,Ijazah,photo4x6 & notip ke email: pertaminareckrutment@ymail.com;penipuan;train"
"""Pelanggan yth,saya mba muliani operator Tri. Telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat SMS sebelum hadiahnya jatuh tempo. Selamat nomor Tri anda menang undian dr pesta isi ulang pulsa,Pin pemenang (25b17h) segera hubungi kantor Tri jakarta. Tlp; 089660608887 info klik: www.3tricard.blogspot.com"";penipuan;train"
"PESAN RESMI Selamat NO Simcard anda M-dptkam hadiah cek.Rp.35juta dr TRI CARE pin:7Y7R8K9Z info keik: www.id-tricare2016.blogspot.com;penipuan;train"
"PESAN RESMI Selamat No. Simcard Anda M-dptkan hadiah Cek Rp.100juta dr TRI CARE Pin: 7Y7R8K9Z 089636298565 Info klik: www.bima3care78.blogspot.com;penipuan;train"
"Nasabah Yth: Rek anda mndpt cek Rp.27jt kode cek anda (02599875) Info Hub: 085828523888. atau klik www.hadiahbankbri2016.blogspot.co.id;penipuan;train"
"Selamat!anda mdptkan satu unit MOBIL NISSAN JUKE dr PT.INDOFOOD pin_anda 27tdn55 u/info pengambilan Hadiah, kunjungi website www.popmieget-lucky.blogspot.com;penipuan;train"
"Selamat,No SimCard Anda Resmi M-dptkan HADIAH 1 Unit HONDA JAZZ Dari, Tri 3Care PIN PEMENANG Anda 25ZT67KM U/Info Cek Pin Klik: www.infohadiahtricare.ml;penipuan;train"
"Manfaatkan fasilitas pinjaman tanpa jaminan, syarat F.copy KTP, Kartu kredit, proses 3 hari kerja, info, hub: Rasti 021 91998977;penipuan;train"
"RESMI TRI CARE Pin pemenang Anda_8JF2177 Medptkan 1/Unit TOYOTA YARIS U/Info Lanjut klik: www.gebyar3care.jimdo.com CS:021-80001234/089643122237;penipuan;train"
"PT. INDOFOOD tbk Menyampaikan bahwa anda terpilih pemenang HADIAH ke(3) dari promo POPMIE dengan PIN:2aiu87e, Utk/ info klik www.promoundian-popmie.jimdo.com;penipuan;train"
"Butuh Dana Tunai Cepat 25-250 Juta Dgn Bunga Rendah 1,35% Flat/Bln Proses Dijamin 3 Hari Syarat Mudah Info Ibu YANI : 081218986001;penipuan;train"
"Dapatkan e-Tiket Murah & Promo Untuk Penerbangan Domestic & International BOOKING ONLINE Info Hub: 085216181177 www.surya-travel.jimdo.com;penipuan;train"
"Yth Bpk/Ibu. BNI menyatakan Rekening anda terpilih sebagai pemenang hadiah Rp. 35jt. kode cek anda 03299757 info klik www.bankbni2016.blogspot.com;penipuan;train"
"""PESAN RESMI PT.3Care Indonesia Berkat isi Ulang No. Anda M-dptkan hadiah ke-3 Dengan kode PIN Anda (B8337H9) U/info hadiah klik; www.hadiah-pt3care34.blogspot.com"";penipuan;train"
"pesan resmi DARI PT.PLANET 3CARD anda mendapatkan hadiah CEK TUNAI Senilai Rp.100jt jatuh ke pemenang (3) kode PIN:bg58757 silahkan CEK di: www.planet-3care2016.blogspot.com.;penipuan;train"
"Pelanggan Yth..M-KIOS CELL Menawarkan pendaftaran Cip M-kios & Token PLN harga pulsa :V5: Rp.4300 V10: 8300 Utk bergabung Ketik INFO kirim ke 089652018503;penipuan;train"
"Isi ulang Pulsa Rp.5000 regular oleh HD COM 4 SUKSES pada 09/02 12:34.Ref:763179369.GRATIS PULSA sd 250rb hg 7Hr 7Mlm.Ktk:GRATIS krm ke 123;penipuan;train"
"Uangnya dikirim aja ke Rekening ini, BankBNI a/n SAFITRI  No.Rekening 0282566132;penipuan;train"
"Maaf saya Bu Nur, tanah yang di tanjung api-api saya sudah lihat dan sudah cocok, untuk masalah harga tolong hubungi suami saya aja, pak H.SULAIMAN di no hp. 08xxxxxx, karena kebetulan saya ada acara.Tks;penipuan;train"
"Segera dptkan Ijazah D3-S1-S2 Asli Terdaftar & Akreditasi Cepat, Kilat Instan Yang Resmi Silahkan Ke: www.buatijazahs1.wordpress.com Atau Hub:085222999475.Tks;penipuan;train"
"Anyonghaseyo! Ngaku KPOPers Sejati?? Ayo lengkapi koleksi Video Kpopmu di http://kpop.xl.co.id. Skrg Harga video lebih murah loh! Info*123*2200#;penipuan;train"
"INFO PT.M-KIOS hsil pengundian berkat isi pulsa, Selamat No.HP 0852952xxxxx m-dpt Hadiah PIN Pemenang anda 94ad653 Info klik www.berkat-isiulang-pulsa.webs.com;penipuan;train"
"Sy RUDI di jambi, bgi tman2 yg sering kalah Togel saatnya kalahkan bandar hub mbah ROS 082325557768 di jamin tembus, sy sdh buktikan 4D 50jt.;penipuan;train"
"Mau Uang Tunai 1jt?Ayo gabung layanan Video Cliponyu & Keluarkan jurus gombal-mu yg paling dahsyat utk host2 cantik Cliponyu. Ketik CLIP ke 99900.CS:02129657333;penipuan;train"
"Pelanggan Yth SimCARD Anda M-dptkan Cek Tuanai Rp:27jt Dari PT.TRICARE INDONESIA Pin Anda HDR7JN7 U/Cek Pin Kunjungi www.programundiantricare-2015.blogspot.co.id;penipuan;train"
"""Anda mempunyai 3 pesan suara dari 083139195872; untuk mendengarkan pesan suara anda silahkan tekan *886*10000*083139195872# tekan OK/YA. Bebas biaya. Terima kasih"";penipuan;train"
"Surat keputusan resmi SLMT'No SIM CARD anda telah T/pilih pemenang Ke-2 dri PT-M-TRONIK Pin anda:(2f54e7) U/info klik: www.cekhadiahmtronik2016.ga;penipuan;train"
"Terima kasih telah melakukan isi ulang di sunny15.Trx Sukses sbsar 10.000 SN:1790103904.BYR PLNTELKOM BISA.Kami tnggu kedatangan Anda kembali;penipuan;train"
"dapatkan total hadiah ratusan juta rupiah di Kota 1000 Berkah. Caranya? Klik www.murahituim3.com/kota1000berkah Program s.d 9 Agustus 2013;penipuan;train"
"PESAN RESMI DR TRI CARE INDONESIA 2016 Selamat No.anda mendpatkn hadiah dgn No.PIN:47BL759 U/info silahkan kunjungi: www.gebyar3care-2016.jimdo.com;penipuan;train"
"Pesan Resmi M-KIOS Sim Card Anda Menang Hadiah ke4 Cek 100jt Dari Promo M-KIOS PIN:M7H7R47 hub:Ir.H.SURIANTO 0823 8777 5019 klik: www.kjtn-mkiosjkt.blogspot.com;penipuan;train"
"Anda brminat cash&kredit mtor scond brg istmwa tipe&merk apa sj.dsini mnyediakn 50 unit dr thn 2004 keatas hub 087739124242/085743146233 MS DEDIKTP luar yk bs.;penipuan;train"
"Penawaran terbatas software SMS gateway utk iklan SMS, pilkada, sekolah, instansi, kampus dll. Harga promo rp. 100.000 hub:jasa advertising corp 085727088813 24jam.;penipuan;train"
"Ini Rekeningnya BRI. Rek: 0881-1010-3433-4506 A/n.RASTO MURDOYO.;penipuan;train"
"Artha Cell diskon Brg elektronik BB Dakota 3 juta BB Onyx3 2,8 jt Camera DLL HUB Sms ke : 085335875777 Pin BB 28BDDF4D www.arthajaya-cell.blogspot.com;penipuan;train"
"Sayang sekali kamu kalah cepat. Tapi jangan khawatir! Ayo coba lagi di sesi berikutnya! * Pastikan kamu membaca pesan dari LINE Indonesia untuk mendapatkan info mengenai waktu dan hadiah pada event sesi berikutnya;penipuan;train"
"selamat nomor 3Care anda terpilih mendptkan Hadiah Honda Jazz RS dr program Undian 3care PIN:792RW1F7 Info klik: www.tricare2016.jimdo.com Nih BANK BRI No Rekening: 313.0100.5936.535 Atas Nama: Bayu Alamsyah;penipuan;train"
"""Pelanggan yth,saya REZKY operator TRI, telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat SMS sebelum hadiahnya jatuh tempo, selamat no Tri anda menang undian dr pesta akhir tahun TRI Pin pemenang (2547afr) Info klik; www.bonus-tri75.blogspot.com"";penipuan;train"
"Maaf' Soal Angsuran bulan ini Pembayaran harus melalui ke bpk.Yogi, HP: 08562115779, soalnya sdh dikuasakan;penipuan;train"
"PT.INDOFOOD.tbk menyampaikan bahwa anda telah resmi menangkan uang Rp.49jt dari pop mie No.PIN XY7QD77, Info lengkap Klik www.undianindofood-tbk.jimdo.com;penipuan;train"
"""Dapatkan E-TICKET Promo untuk penerbangan DOMESTIK & INTERNASIONAL melalui Via Online mudah & aman. Hub ; 085285485509 klick. www.mhegatravel.com"";penipuan;train"
"PESAN RESMI dri Tri Care,Selamat anda m-dptkan hadiah CEK TUNAI Sebesar Rp.45jt No:Pin undian 94AD653, U/Info kunjungi:www.pusat-bimatricare.jimdo.com;penipuan;train"
"Solusi praktis khusus pemegang kartu kredit nikmati kemudahan Kredit Tanpa agunan 5 - 150jt dgn max pinj 5 X limit, HUB FANY 02194521396 ( abaikan jika tdk berminat );penipuan;train"
"""Transfer ke BNI aja, a/n SORAYA HARUM rek;0233-293-922 klo sdh kbrin di nmr ini ya!"";penipuan;train"
"Blackberry City Jual Blackberry Discond 40% Dakota 2,5jt Torch2 2,2jt Onyx3 2,1jt Davis 1,3jt Gemini 3G 1,1jt U/info Hub: Ibu.Anita 081315277257 PIN BB:29762D76;penipuan;train"
"NASIB:Berbagi, berbakti Rutinkan 2 hal ini Maka ringanlah beban2 hidup. dpt wallppr di http://m.m4in.biz/r?74WhuM STOP: *123*66# / ketik UNREG NASIB ke 92828 CS: 087789917018;penipuan;train"
"SELAMAT, Anda memenangkan 1 UNIT MOBIL FREED dr TELKOMSEL, Edisi THN 2013 di undi tdi mlm pkl 23:30 di RCTI U/info Hub : 082329676767 H. MULYADI Pengirim : +777;penipuan;train"
"""Surat Keputusan: No.VII/T-3/16. Kode Undian: 94ad653 Selamat No.Anda mendpt Hadiah CEK TUNAI Rp.45Jt U/Info Kunjungi; www.gebyartricare.co.vu"";penipuan;train"
"Mengenai Uang kontrakan kalau Masih Mau Di terusin Harap ke bpk, Suyono, Nomor Hp: 082127377377, Soalnya shd sya kuasakan Penuh ke dia, Maaf Cuma sms;penipuan;train"
"Assalamu alaiqum, nenek masuk rumah sakit tolong kirimkan dulu ulsa 50 ribu di nomor ini 0852 3173 7479, mau telpon nanti di rumah sakit saya ganti uangnya.;penipuan;train"
"PT.BNI (persero) Tbk. Rekening Anda Terpilih dapat Rp.27jt Dari Rejeki Bni Taplus. Kode Cek 02599875 Silahkan Klik www.bnitaplus46.tk;penipuan;train"
"YTH kpd bpk/ibu sy Eka Novitasari kariyawan 3care sudah M-hub anda tdk tersambung dgn hormat hal ini kami sampaikan melalui sms singkat dr layanan kami bahwa selamat no anda M-dptkan hadiah 1 unit mobil Toyota Avanza dgn PIN:47V27 dr undian rejeki 3care periode utama 2014.u/info lebih lanjut kunjungi www.rejekiundian3care.jimdo.com;penipuan;train"
"""plgn yth,saya h.rian harino opoerator tri tlah menghubungi anda tapi tidak tersambung jdi informasi ini saya sampaikan lwt sms,sblum hadiah jatuh tempo,selamat no tri anda menang undian dari 3care no pin pemenang anda MG75K7,segera hub kantor tri jakarta;0895-349-076-577/info klik www.kejutanundiantri.blogspot.com"";penipuan;train"
"INFO RESMI kepada bpk/ibu yang terhormat SELAMAT No ANDA Pemenang ke 2dari pesta isi ulang 3care No PIN:25e477r di undi tadi malam pkl 22:30 di SCTV U/info hadiah anda klik Www.3care16.blogspot.com;penipuan;train"
"GRATIS 50 SMS ke sesame indosat selama 2 hari. Hanya dengna mengirimkan 50 SMS selama 10-16 Juni 2013. Bonus 1x diberikan maks 2x24jam. Info 100. US6;penipuan;train"
"PESAN RESMI dri TRI 3Care, Slmt Anda mdpt Hadiah 1 Unit Mobil HONDA JAZZ RS. No.PIN Pemenang Anda: 47BL759. Utk Info Kunjungi: www.layanantricare-2016.jimdo.com ;penipuan;train"
"Ini, Rekeningnya. Bank BNI No.rek.0277285682 A/n.WAHYUDI ALAMSYAH sms klo sudah dikirim;penipuan;train"
"PROMO BLACKBERRY BB Dakota 2jt BB Torch 1.5jt BB Davis 1.3jt BB Orlando 1.8jt BB Gemini 950rb Berminat Hub : 085715186696 Promo terbatas;penipuan;train"
"Kirim ke Bank BCA No. Rek : 2731.7942.96 A/n : ANDRIANTO DJUNAEDI usahakan hari ini trms;penipuan;train"
"""INFO RESMI PT.INDOFOOD slmt No.anda T.dftar pmnang ke2.POP MIE 2013 Meraih HADIAH 1 Unit 'NISSAN JUKE' dgn pin;12xb9v2 U/info kunjungi www.popmie200.webs.com"";penipuan;train"
"Nasabah BRI yth. Anda dapat cek. 27.juta dari undian BRI Kode triplle cek anda (02599875) info hadiah klik www.bripusat2016.blogspot.com;penipuan;train"
"Tolong uangnya dikirim aja kesini BANK DANAMON a/n Farida hanum No rek. 0035-3918- 4014 SMS aja klo udah dikirim, Trims;penipuan;train"
"Nasabah yth.rekning tbungn anda ERROR&hrus di monitor ulang agar bisa di gunakn kmbli.maaf sblum ke kntor hrap hub pk ARYADHI dlu di.0816288602.tks;penipuan;train"
"ISI PULSA lebih untung di MYVPLUS! selain dpt PULSA kamu bisa lsg dpt voucher diskon, dpt hadiah dan juga dpt point. Yuk klik : http://bit.ly/Myvplus;penipuan;train"
"INDOVISON PROMO: hanya 299 rbu, nikmati 2 bln berlangganan, GRATIS biaya pasang+bonus cinema 3 (3bln). hub : 087738718255, 08555796717 PIN BB 32F1C805;penipuan;train"
"""Slmt no anda resmi m/dpt hdiah Rp100jt DRI PT MKIOS pmenang ke2 pin anda[M2577] u/info;hub.pak.H RISAL DERMAWAN 0822-9399-7119 MKIOS"";penipuan;train"
"""Ass, Sy Randy. Mengenai mobil yg sdh sy liat kondisi'y , kebetulan kami berminat. Mohon hub Bapa sy utk dibicarakan hrg netnya; Dr.H.DARMAWAN 0812xxxxxxx"";penipuan;train"
"Mah,esian plz kna no 085741670427 nu 20 rbu ayena;penipuan;train"
"ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting;penipuan;train"
"Mengenai Rumah Bpk/Ibu yg mau di jual sdh di survey dan sy berminat,sy telpon tdk bisa tembus. masalah hrg hub suami sy. 0823-7390-1777 Dr.H.IRAWAN;penipuan;train"
"Kami sdh mnghubungi tdk trsambung SIM CARD anda mendapatkan hadiah ketiga dri PT.AXIS pin [02399877] Klik www.hadiah-ptaxis.blogspot.co.id;penipuan;train"
"INFO RESMI PT.TRI CARE PIN Pemenang ( 8jf2177 ) anda m-dptkan HADIAH I unit TOYOTA YARIS U/Info cek pin klik: www.tricare2015.blogspot.com;penipuan;train"
"Surat Keputusan dri PT.Tri 3care No.XV/2015 Pin_Pemenan Anda 2f5c477 Ber'hasil Men-dapatkan 1 Yunit Mobil HONDA JAZZ RS.U/info Kunjungi www.situshadiah-3care.blogspot.co.id;penipuan;train"
"INFO RESMI !! Selamat Anda Terpilih sbgi Pemenang' semarak Undian PT.INDOFOOD INDONESIA No pin: d377hi8 Info Pin&hadiah Klik:www.semarak-undianpopmie.webs.com;penipuan;train"
"Ini Rekeningnya BANK MANDIRI. NO.Rek:150-00-1002402-2.A/n: MURTIANI;penipuan;train"
"""PESAN RESMI dri TRI CARE Selamat anda m-dptkan hadiah CEK TUNAI Sebesar Rp.45jt Pin undian 94AD653, U/Info kunjungi;www.undian-bimatri.blogspot.com"";penipuan;train"
"Berkat isi ulang pulsa No anda T,pilih sbg pemenang Cek tunai Rp.75jt dri PT.M-KIOS PIN:(5N939F7) U/INFO KLIK www.pt-mkios15.blogspot.com;penipuan;train"
"Surat_keputusan dari tricare indonesia NO XV/2015 Pin pemenang 8JF2177 mendapatkan 1TOYOTA YARIS U/info Kunjungi www.tri-2015.webnode.com atau blogspot.com;penipuan;train"
"selamat!anda mndptkan hadiah Cektunai Rp. 15jt dari INDOSAT pin_277fg49 U/info pengambilan hadiah.kunjungi website indosat www.gebyar-poinindosat.blogspot.com;penipuan;train"
"Surat Keputusan dari Tri Care Indonesia No.XV/2015 Pin_Pemenang ANDA : 67ytg44 mendapatkan hadiah cek tunai Rp 45 jt. U/INFO kunjungi: www.id.tri.webnode.com.;penipuan;train"
"Nasabah BRI Yth. Norek anda terpilih sebagai pemenang UNDIAN BRI-2016 KODE PIN anda (ijh76k79) U\info HADIAH anda klik: www.undian2016bri.blogspot.co.id;penipuan;train"
"Yank tlong isi’in aku pulsa 10rb, di no ini,082189983017 nanti aq yg tlpn yacc!;penipuan;train"
"BLACKBERRY ONLINE BIG SAL 50% BB Z10 Rp. 4 jt DAKOTA Rp.2,8 jt Samsung note II Rp. 3 jt Iphone 5 16GB Rp. 3jt Laptop,camera&DLL Minat, Invite to BBM PIN : 25A4FF8C;penipuan;train"
"INFO RESMI PT.TRI.3 SimCard anda Resmi M-dptkan Hadiah MOBIL MAZDA-2 KODE PIN: E2747MLB Info Hub: 08996913677 KLIK: www.inforesmi3care.com;penipuan;train"
"Manfaatkan segera creditCard anda utk apply pinjaman 20-250jt ada cashback berminat hub: Bintang 021-27450166.tks;penipuan;train"
"TOKO JAYA BB,,, discount 50% berbagai type BLACKBERRY Gemini 900 ribu, Torch 2,5 jt, Dakota 2,8 jta NOKIA& SAMSUNG, Info klik www.jayabb.com;penipuan;train"
"Yank, isikan dl pulsa di no as ini 085323048677 nanti gw gantiin.Penting bget nih krn barusan bos gw nelpon gw tgguin yach…;penipuan;train"
"Promo Terbaru Toko Artha  jaya BB Dakota 3 jt Iphone5 3,5 jt BB Onyx3 2,8 jt Camera DLL Call Sms Ke : 085335875777;penipuan;train"
"SELAMAT: Anda T'rpilih L'ngsung M'ndptkan Hadiah Dr PT.TELKOMSEL Rp:75jt.U/INFO Hubungi pusat: 085245780079 Drs.H.MULYADI Pelaksana:TELKOMSEL;penipuan;train"
"Selamat Nomor 3care Anda terpilih Mendptkan HADIAH 1unit mobil TOYOTA YARIS, Pin pemenang anda:(8jf2177). U/Info Cek di: www.caretri.blogspot.com;penipuan;train"
"INFO RESMI Tri Care SELAMAT Nomor Anda terpilih mendapatkan Hadiah 1 Unit MOBIL Dri Tri Care Dengan PIN Pemenang: br25h99 info: www.gebeyar-3care.tk;penipuan;train"
"""INDOMARCOCELL Menawarkan jdi agenPULSA MKIOS 1CHIP ke semua Oprator harga; V.5=4000, V.10=8000, V.20=16000, Cara gabung ketik:DAFTAR kirim ke 08977628977 #Melukiskan rasa ku tentang kita.."";penipuan;train"
"""Ingin Tahu Angka Jitu! Yg Keluar Putaran Pada Hari ini 20/01/2013 Hubungi : 082-335555-454. mbah TOGEL semarang """"Jamin 100% Tembus"""" Raja SHIO (Buka 24 Jam)"";penipuan;train"
"Ini bpk pnjam hp orng, tlng bliin bpk pls 50rb, krm ke nomr brunya bpk=081215008228, bpk lagi ada msalh di kantor polisi, jgn tlp/sms nnti bpk yg tlp, penting;penipuan;train"
"""Ma"""" belikan dulu besok pulsa 20rbu di no baruku ini 085340781778 penting"";penipuan;train"
"Berkat isi ulang pulsa No Anda Terpilih sbg Pemenang kejutan tri Men-dpt cek TUNAI 100jt dr PLANET-3CARE PIN:b8337h9 cek hadiah anda di www.planet-3care2015.blogspot.com;penipuan;train"
"TOKO RAHMAT ABADI BIG SALE 50% Blackberry/Iphone Ipad/Samsung Laptop/DLL Info Hub Sms: 085774280447 PIN: 26AB6BEE Atau Cek di: www.abadi-shop47.blogspot.com;penipuan;train"
"Sy Dr. Hj FATIMA sdh cocok mengenai Rumah dan Tanah Bpk/Ibu, tlg jgn ditawarkan lg ke yg lain. Soal Hrg negosiasi ke suami sy di 082375833300 Dr. H. HENDRA IRAWAN;penipuan;train"
"meganai Ruma bpk/ibu yg mau di jual sd di surpai dan sy berminat sy tlpn tdk bisa tembus masalah harga hub suami sy 085399700354 Dr.H.IRAWAN;penipuan;train"
"Daptkn e-TIKET pesawat PROMO melayani Domestik and internasional booking ONLINE cepat & aman hub: 085217845777/082310204777 Link www.citiling-travel.com;penipuan;train"
"Slmt simCARD anda 08562XXXXXX mdpat cek tunai Rp.49jt PIN (RWD2749) info CS,085691371116 atau kunjungi www.indosat-id.jimdo.com;penipuan;train"
"""berkah 1000 poin"""" Nomor Anda mndpt Hadiah ke-I Pin d377hi8, silahkan verifikasi Pin Pemenang di situs resmi www.berkah1000poin.wix.com/prize"";penipuan;train"
"Permintaan Anda akan segera kami proses untuk keyword REG GITA dari layanan PT. Hypermind;penipuan;train"
"ini rekeningnya bank bri.no/rek.018801.006474.53.2.a/n:IR MAYANI;penipuan;train"
"Seminar ke Denpasar Bali mewakili kemahasiswaan & kewirausahaan dapat biaya transport Rp 10 juta. Nomor Peserta 100/semnas/9997175/dikti/2011. Direktur Kemahasiswaan DIKTI Prof. Dr. Joko Purwanto, M.Si. Hubungi 081281108799 Wahyudin Zarkasi. No. referensi PTX:001/3591/0100/1572/503;penipuan;train"
"""Surat keputusan resmi M-KIOS NOXV/04/2016 Menyatakan No.Anda resmi meraih hadiah ke-2 dri PT.M-KIOS Pin;M248K81 u/info klik ; www.hadiah-ptmkios547.blogspot.com"";penipuan;train"
"""Maaf kami sdah menghubungi tpi tdak tersambung No.Anda resmi meraih hadiah ke-2 dari PT.M-KIOS pin;M248K81 u/info hadiah klik; www.hadiah-mkios17.blogspot.com"";penipuan;train"
"YTH,MIitra Silahkan cek poin anda dan tukarkan ke admin kami dengan format PO.PIN kirim ke +62xxxxxxxxxx;penipuan;train"
"Ass. Maaf sy by hj.suri yang kemarin survey rumah anda. Mengenai harga bisa hub suami saya H. SIGIT tlp 081316005639.terima kasih;penipuan;train"
"""TSELpoin 777 kejutan POIN Hadiah Rp.15jt Resmi diberikan 0852212XXXXX PIN-b7Bc247 u/info Hub/CS; PT.TELKOMSEL 021-40467488 021-50219992 Pengirim; +777"";penipuan;train"
"Ini rekeningnya mandiri : 900-00-1037951-0 a.n reza prasetya;penipuan;train"
"ANEKA SHOP Berbagi Promo Type Blackberry DAKOTA 2,4 jt, TOURCH 1,7 jt, ONIX.2 1,5 jt, GEMINI 800 rb, U/Pemesanan 085325557999 Pin BB-2A96DE82 www.aneka999.blogspot.com;penipuan;train"
"""RESMI dari indosat NO anda 0815XXXXXXX terpilih sebagai pemenang poin plus-plus PIN Pemenang Anda (b89c7h9) u/info klik www.semarak-poinplusplus-2013.webs.com"""" (sms ini dikirim dari no 085798428715)"";penipuan;train"
"BELANJA ONLINE TOKO RESKY DISCON 50% BB LAPTOP SAMSUNG IPAD NOKIA DLL U/pemesanan/order  call/sms 085322222699 kunjungi web kami di www.reskiy-shop.blogspot.com;penipuan;train"
"Dptkan e-tiket Promo Untuk Penerbangan Domestic & Internasional Booking ONLINE 24 jam Info Hub : 081316899123;penipuan;train"
"Mohon maaf, Promosi pinjaman uang tunai, syarat copy kartu kredit, bunga mulai 1,5 % bln, gratis asuransi, hub ANI 021 - 91949720 / LIA 021 - 34343669 , proses cepat;penipuan;train"
"Surat keputusan resmi dr Tri Care No.XV/2016 PIN Pemenang Anda=39XV544F Mendpt-1 unit Mobil HONDA JAZZ Rs U/Info klik www.kejutantriindonesia.blogspot.co.id ;penipuan;train"
"PROMO BLACKBERRY BB DAKOTA 2,9jt BB Torch 2jt BB Davis 1,5jt BB Onyx 1,4jt BB Gemini 950rb Berminat hub : 085715186696 Promo terbatas*;penipuan;train"
"""Ya Allah, semoga yg mempunyai hp ini & keluarganya selalu dalam Kasih Sayang Mu, diberkahi rejekinya & dijauhkan dari mara bahaya"""", jawab Amin jika Anda berkenan"";penipuan;train"
"Casino online terbesar, www.jayabet4.com , daftarkan diri+ Raih bonus referral+ bonus cashback sportsbook 0.25% setiap minggu. Mainkan di Smartphone dan PC anda;penipuan;train"
"PESAN RESMI Selamat No. Simcard Anda M-dptkan hadiah Cek Rp.100juta dr TRI CARE Pin: 7Y7R8K9Z Info klik: www.bima3careindo.blogspot.com;penipuan;train"
"Di sini saja uangnya ditransfer ke rek Bank xxx (4413-0100-0226-XXX) A/N xxx, kalau sudah SMS di no ini 085215113xxx;penipuan;train"
"km dari BANK BRI Sdh tlp tdk bs jd km SMS No.PIN Pemenang anda KG65H8K9 M-dpt HADIAH dari Untung Bliung BritAma Info klik www.HadiahkejutangBri.blogspot.com;penipuan;train"
"solusi khusus pemegang kartu kredit, nikmati kredit tanpa angunan dari bank asing 5 - 99 jt = 1,79 % 100 - 150 jt = 1,5% hub: lukman 081586769255 021 - 94828857;penipuan;train"
"Nak ini ayah. Tolong kirimin ayah uang 500rb ke no rek 0385-0100-7302-504 a/n Yanti. Ayah lg dikantor polisi ngurus surat tilang. Mks;penipuan;train"
"Pelanggan Yth. TRI CARE No.XV/2015 PIN_PEMENANG ANDA 8JF2177. Mendapatkan Hadiah 1 Unit Mobil Toyota Yaris. Info klik http://tri-3.webnode.com/ UNTUK MENCOCOKKAN PIN PEMENANG ANDA;penipuan;train"
"INFO:jk anda mau jual Rmh,tanah,mobil,produk/jasa dll PROMOSIKAN sj dg SMS MASSAL biasa hny Rp. 50.000untuk sebar ke10.000 no HP(2jam) hub: 0877399155579 jogja;penipuan;train"
"Mau Nissan Juke?Ayo beli POPMIE skrg dan kirim kodenya di *200*200*Kodeuniq# siapa tahu kamu pemenangnya.Hati2 penipuan CS:02171790989 klik http://goo.gl/dm7PK;penipuan;train"
"PESAN RESMI DARI TRI3CARE, SELAMAT ANDA MNDPT HADIAH 1UNT MOBIL HONDA JAZZ RS,NO.PIN PEMENANG ANDA : 47BL759 UNTUK INFO KUNJUNGI : http://gebyar-3care2016.jimdo.com;penipuan;train"
"Plgn Yth ! Anda mendpt hadiah (1) unit mobil SUZUKI ERTIGA dari PT.HM SAMPOERNA Tbk. pin anda:F77A47H u/info klik www.sampoernatbk.co.nf;penipuan;train"
"saya td pagi juga dapat sms. PT.TRI.3SimCard anda Resmi M-dptkan Hadiah HONDA JAZZ Rs. Kode Pin:477BFG7S, Info Hub:089606490199 KLIK:www.pusat-tri.blogspot.com;penipuan;train"
"Pesan resmi dari 3care Bahwa saya mendapatkan undian ketiga uang tunai 100juta.www.tri-indonesia2016.blogspot.com;penipuan;train"
"""SELAMAT anda pemenang undian POP-MIE mendapatkan hadiah 1unit MOBIL NISSAN JUKE pin anda;b89c7h9 untuk info KLIK SITUS KAMI DI; www.info-undian-pop-mie.webs.com"";penipuan;train"
"""SMLT_Anda m-ndpt Hadiah TOYOTA ALL New AVANZA, dr TELKOMSELpoin, Pin pemenang anda b89c7h9. U/INFO Lebih lengkap kunjungi: http;//gebyartelkomsel.juplo.com"";penipuan;train"
