userName,score,at,content
Kristina Retna,3,2022-03-08 00:44:14,"Aplikasinya makin lucu, setelah di update malah ga pernah bisa check out, sering ga bisa kebuka juga. Bukannya mempermudah malah nambah susah"
Nur Wrihatnala,3,2022-03-08 00:03:34,"Pak/ibu tolong kalo bisa kembalikan ke versi lama.. Ada beberapa org nanya kesaya aplikasi peduli lindungi tidak ada diplaystore mereka, pas saya cek ternyata aplikasinya tidak support di hp mereka."
CS Pulsa HP,3,2022-03-07 10:05:36,"Mohon perbaiki aplikasinya, jam check-in check-out nya ikut waktu WIB semua, jadi gak sesuai waktu daerah setempat, durasinya jadi minus"
Aaron Agathon,3,2022-03-07 06:13:23,"Kak mohon bantuannya, setelah aplikasi saya update kenapa scan barcode nya tidak bisa di gunakan, keterangan nya Gagal check in, bisa minta tolong di bantu, terima kasih"
Je Je,1,2022-03-06 16:46:04,"Aplikasi ini sangat menyulitkan, dari pengesian thl lahir dll tidak bisa msnual ..dan saya sebagai WNI jg tidak ada pilihan terdaftar ..sangat sulit mengisi sertifikat vacsin"
Mas Padmo,3,2022-03-06 10:34:02,"Kalau sudah pulang tetapi lupa belum klik check out saat keluar dari tempat yg dikunjungi (misal: mall, kantor, dll), mencoba klik checkout saat sudah di rumah sering kesulitan ga bisa checkout. Aplikasinya koq kayak ga mendeteksi lokasi GPS secara otomatis, harusnya selalu bisa mendeteksi GPS secara otomatis..."
Zaleha Zal,3,2022-03-05 23:36:09,"Sangat sulit untuk mengisi data tanggal lahir, jika usia sudah diatas 60 tahun akan sangat lama untuk memilih tanggal bulan tahun lahir. Tolong perbaiki supaya lebih praktis memilih tanggal bulan tahun lahir."
Amalia Zaini,3,2022-03-05 23:21:02,"Setiap saya ingin check-out, tampilan untuk check-outnya terkadang hilang kalau saya baru buka aplikasinya lagi, untuk developer tolong perbaiki supaya tampilan untuk check-out jangan sampai hilang sebelum pengguna melakukan check-out. Karena hal tersebut saya tidak check-out dan hanya check-in2 saja."
Nisa Ulandari,5,2022-03-05 17:08:34,"Masuk mall,gak perlu bawa kartu vaksin apalagi sertifikat vaksin. Cukup dengan scan,tara tiba-tiba kamu sudah di dalam mall. Alias kata pak satpam 'Iya silahkan masuk' yeaaaay. Gak perlu ribet,cukup dengan hp kesayangan kamu aja. Udah bisa masuk mall,yasudah jangan kepanjangan soalnya komen lain pasti lebih berfaedah dan bermanfaat. Ya begitu lah ya namanya manusia punya pendapat beda-beda,INTINYA INI APLIKASI KEREN DAN WAJIB KAMU MILIKI. APALAGI ADA JADWAL KAPAN KITA BISA VAKSIN BOOSTER 😍😍"
Maraung Lingkar,5,2022-03-05 16:34:04,"Alhamdulillah ... Berdasarkan pengalaman, sebelum di lakukan vaksinasi ke 1 & 2, saya sering mengalami sesak nafas ketika bangun tidur di pagi hari . Tapi setelah di lakukan vaksinasi ke 1 &2 , keluhan tsb di atas sudah tidak saya alami lagi . Skrg tepatnya di tgl 05 Maret 2022 saya lakukan vaksinasi yg ke 3 , mudah2an berdampak menjadi lebih baik lagi . Aamiiin🤲🤲🤲"
Fathimatufz Zahra,1,2022-03-05 14:17:33,"Udh versi terbaru ttep lemot banget. Jadi susah kaluar masuk gedung. Tolkng dong jangan menyulitkan. data saya udh di ambil, tp bukannya memudahkan malah bikin ribet. Scan QR juga sering gagal"
Catherine Nathania Christianto,2,2022-03-05 12:31:34,"Selamat malam mimin, maaf saya sudah coba dari kemarin saya tidak bisa log in kenapa yah? Awalnya saya sudah log in lalu mau check sertifikat vaksin dan mau check apakah sudah bisa vaksin booster namun di app hilang.. lalu saya coba uninstall dan download ulang malah tidak bisa log in.. sudah di coba pakae email dan no telepon terdaftar tulisannya ""terjadi kesalahan silahkan coba lagi"".. saya harus bagaimana yah min? Karena jadi tidak bisa scna bila ke tempat2 juga.. Terima kasih"
Ardo Putra,1,2022-03-05 06:29:57,"Yang bikin apl ini sebenernya niat apa tidak, masa mau daftar saja cuma 1 kalom bagian tanggal nya tidak bisa di isi atau di rubah ketikannya, terus sya pakai cara men ggulir tanda panah ny ke tahun sebelumnya juga pas mau di tetapkan malah titik kolomnya malah terus pindah ke kolom NIK di atasnya terus. Kalau tidak niat nyuruh orang daftar mending jangan bikin apl ini. Sangat menyita waktu dan cma ngabisin kuota saja."
Nwiid iiA,1,2022-03-05 03:40:15,Untuk metode mengisi tanggal lahir diverivikasi sangat memakan waktu gak bisa langsung ktik sendiri. Masa mulai dari hari tanggl waktu sekarang terus ngk bisa ngetik sendiri harus klik manual kan lama. Buang-buang waktu. Please di perbaiki dong yg tadinya mau cepet malah jadi ribet
syifa rahmah sulthona,4,2022-03-05 01:16:22,"Aplikasinya dah bagus cuma sayang untuk scroll tanggal lahir nya terlalu lama, mungkin akan lebih baik di ganti dengan scroll angka saja seperti di aplikasi lain agar memudahkan memasukkan tanggal/bulan/tahun lahir... Terimakasih semoga kedepannya semakin ditingkatkan lagi."
Larisa Alifia,1,2022-03-04 23:20:24,"Maaf saya memberikan bintang satu, karena kalau setiap mau buka atau mencari sertifikat vaksin memgapa harus pakai pilih² gambar yg sesuai, tanggal lahir jg mengapa tidak di ketik saja mengapa harus pencet² mundur kan ribet banget. tetapi hasil nihil sertifikat nya ga keluar² Mohon di perbaiki dong-!! Terimakasih"
Fa Lina Meubel Jepara,3,2022-03-04 14:26:33,"Mau tanya, suami saya habis vaksin, tapi kartu vaksin yang keluar tidak valid. Nama benar, NIK benar, tapi tempat domisili salah. Katanya domisili sesuai yang terdaftar di peduli lindungi sementara ga merasa pernah daftar sebelumnya. Jika terdaftar otomatis dari pemerintah, kenapa salah? Padahal suami saya tidak pernah berdomisili di tempat tersebut. Mohon jawaban dan solusi."
Aditya Eka Saputra,5,2022-03-04 13:51:17,"Alhamdulillah... Setelah Update ke v4.1.1, masalah yg sebelumnya mengganggu sudah teratasi (Sulitnya mengakses Sertifikat Vaksin)., Good Job..👍👍"
Dafif atsal,5,2022-03-04 03:16:38,"Buat yang belum klaim sertifikat, chat aja di wa official nya, klo tetep ga bisa silahkan chat di Gmail nya, Alhamdulillah adminnya langsung menanggapi, kalo di wa emang ga bisa d bales, please jan norak yeee, tunggu sehari oke, lagian aplikasi udh lama d launching, ko baru"" ini d cari sertifikat nya, please be smart netizen ku!!"
Liu Xiao Thien,1,2022-03-04 01:45:05,"Sertifikat tidak muncul, hubungi kemenkes tidak di balas, telepon 119 extention 9 juga telepon langsung terputus. Kalau bisa kasih bintang minus pasti ku kasih bintang minus, sayang minimal harus ada 1 bintang."
deslim marpaung,5,2022-03-03 15:44:54,"Setelah diupdate aplikasi sertifikat vaksin 1 dan 2 nya jadi hilang tidak muncul sama sekali, tolong diperbaiki. Terima kasih atas update aplikasinya sdh kembali baik"
Fimas Aris,1,2022-03-03 15:37:55,"Udah vaksin dr bbrpa bulan yg lalu,,sertifikat vaksin kaga ada????? Inii gimana ceritanya? Udaah login dr nama + nik sesuai e-ktp masih aja kaga sertifikat yg muncul....harusnya mah kalau udah vaksin dan login sesuai e-ktp ya langsung ada sertifikat di aplikasinya...mana login buat tgl/tahun mesti geser yg ribeet bangeeeett!!!! Aplikasi gak guna!!!"
Lia,2,2022-03-03 14:04:54,"Saya tidak tau persis apa manfaat pentingnya dari Aplikasi ini, saya hanya tau untuk check-in tempat saja dan unduh sertifikat vaksin. Terkadang pas dibuka Aplikasinya lemot. Tidak seperti Aplikasi lain yang dapat membantu kebutuhan manusia"
Muhamad Sobirin,3,2022-03-03 06:59:15,"Mohon untuk developer aplikasi untuk kerjasama Kenapa diharuskan versi Android 6.0 ke atas buat instal kasihan untuk pekerja"" yg hanya memiliki Android ke bawah.nya ,Tolong difikirkan terimakasih"
thulus setiyoko,1,2022-03-03 03:23:16,Saya sudah vaksin yg ke 3 yaitu vaksin booster. Tetapi kenapa di aplikasi peduli lindungi saya sertifikat vaksin nya yg ke 3 belum muncul? Sudah klaim di aplikasi tapi tidak bisa & sudah ngirim email ke peduli lindungi tetapi tidak ada tanggapan sama skali.
Sigit Arianto,4,2022-03-02 23:37:05,"Masuknya hasil antigen ke aplikasi peduli lindungi kurang cepat, terkadang sdh di bandara masih blm masuk juga hasil swab ke system (padahal sdh 1 hari sebelum berangkat), akhirnya pakai manual lagi"
Dicky joandimas Pratama,1,2022-03-02 22:17:41,"Sudah vaksin 1&2 tp sertifikat tdk muncul,, suruh klaim tp di klik di tulis a sampe z stlh di klik hasilnya gak ada sertifikat vaksin.. Ini gimana sih aplikasinya ribet dan susah amat.. Kalau mau cetak kartu vaksin trs gmn dong"
Mutia Tia,3,2022-03-02 14:02:00,"Kha maaf,Sebelum nya saya mau bertanya, Saya telah menjalan kan vaksinasi dosis ke-3,tapi kenapa ya Di aplikasi ini tidak muncul sertifikasi nya,? Sedangkan Hasil Surat sertifikat nya sudah langsung keluar,mohon bantuan nya!! Terimaksih🙏🙏"
Taufik Ardhiansyah,4,2022-03-02 10:10:44,"Sebelumnya saya terkonfirmasi covid-19 setelah tes antigen. Sekarang saya tidak bisa menggunakan peduli lindungi untuk mengakses layanan seperti konsultasi telemedicine karena muncul pop-up unggah data Sijejak. Saya sudah menyutujui untuk mengunggah data dan mengaktifkan bluetooth, namun pop-up nya masih selalu muncul. Jujur saya kecewa dengan developernya, seperti asal-asalan dalam me-manage aplikasinya. Seperti main publish saja tanpa test dahulu."
Sun Narti,3,2022-03-02 08:33:00,"Kudu marah siapa sih. Aplikasi ini memudahkan sebenarnya. Bagus tujuannya. Tapi gimana yak, tes positif, di leb terafiliasi, g muncul di aplikasi, dikonfirmasi leb.nya katanya gangguan aplikasi 😢. Padahal butuh obatnya. Lapor ke leb. Bilangnya suruh ke puskesmas saja kalau mau obatnya. Pleaselah.... bagi mereka yg jauh perjalanan ke puskesmas, sangat memungkinkan menularkan virus kepada orang lain, meskipun sudah prokes pakai masker cuci tangan."
indra purnama,2,2022-03-02 03:55:49,Saya sudah vaksin 2 x. Tapi yg ke 2 tidak muncul sertifikatnya. . Sudah lewat klaim peduli lindungi hasilnya nihil. Sudah WA kemenkes di juga hasilnya nihil keterangan nya data saya tidak di temukan. .lalu gimana?
Budiyono faisal,4,2022-03-01 15:44:02,"Masukan saja,sebaiknya selalu up to date mengenai aplikasi ini.Smoga semakin mudah saja digunakan masyarakat simple,mudah,akurat dan valid serta aman data. Kesulitan warga pengguna mungkin memasukkan data tidak valid atau tidak sinkron dg KK atau KTP. Perubahan dan pelaporan status pasien harusnya juga up to date.Dan system up date juga. Moga bermanfaat. Mengenai Map masih rancau ya mind."
Sela Auliyah,1,2022-03-01 14:08:20,"Maaf saya mau bertanya kenapa scan qr code saya tidak bisa berfungsi ya, malah yang ditampilkan warna hitam pada scan qr code saya. Kalau masih terus kayak gini mau kemana-mana juga susah."
Joko Sutrisno,1,2022-03-01 12:13:58,"Kapan bisnis korona ini akan berakhir? penghasilan tidak nambah malah merosot, kami malah ditambah beban, setiap ada keperluan tertentu harus keluar uang hanya untuk swap. Gaji tidak boleh naik namum harga kebutuhan terus naik, listrik juga dinaik kan."
Francis Amadeo Junianto,2,2022-03-01 06:47:07,"Ini saya lagi kena covid, udh aktifin sijejak dan unggah data + bluetooth, kok balik lagi disuruh aktifin lagi sijejaknya sm unggah data, padahal saya udh klik"
miss meyzha,1,2022-03-01 02:35:20,Saya sdh melakukan install ulang aplikasi berkali kali..berkali kali loh ya pak mas ato mba bkan cuma skali sperti yg disarankan ke saya..tapi ttp pop up unggah data sijejak nya slalu muncul..knpa seh ini..tolong donk..komentar yg lain jg mengeluhkan pop up ini..mau lyt hasil tes harus berlomba dg pop up yg muncul terus..
sugeng asworo,3,2022-03-01 01:26:16,"Update paling baru nyangkut terus di unggah data -> aktifkan si jejak -> back -> muncul unggah data lahi -> aktifkan si jejak lagi. Begitu terus, nyangkut gak bisa ngapa-ngapain."
Ronal Sidabutar,1,2022-02-28 14:05:50,"Kenapa saat muncul notifikasi si Jejak, aplikasinya ngeStuck ngak bisa di apa2kan. Padahal sudah di klik Ungah dan setuju. Tapi malah Ngak bisa buka beranda, giliran dibalikkan malah jadi keluar aplikasi. Gimana sih ngatasinya?"
awij wijaya,1,2022-02-28 13:55:06,"Jelek banget aplikasinya....aplikasi setelah di update, sertifikat ke 1 & 2 malah hilang...di klaim sertifikat pas isi tgl bulan tahun kelahiran lama banget menuju tahun 1981, kasian kalo yg lahirnya th 1952 udah lama mundurin tgl dan tahunnya ehhh ngeclose sendiri (harusnya bisa di ketik tgl bulan dan tahunnya terus muncul di layar tinggal tap)..."
Wilda Febiani,1,2022-02-28 13:37:45,"Dari tadi malam Aplikasi peduli lindungi saya tidak bisa di akses. Stuck di halaman ""unggah data sijejak"" sudah install ulang tetap muncul masalah yang sama"
Emily Maria Thomas,1,2022-02-28 12:53:28,Mengapa saya tidak bisa masuk untuk daftar yah?padahal sudah diinput lengkap ttp selalu keterangan..TERJADI KESALAHAN..Mohon dibantu yah..karena saya tidak bisa beraktifitas..
Yadi Monyol,1,2022-02-28 12:48:56,Kok aneh ya aplikasi ini aku mau tambah kan aku udah selesai dan sertivikat yang satu nya muncul kok yang satunya lagi gak muncul ya aneh. Plis perbaiki lagi dong aplikasi ini
Evan Janitra,2,2022-02-28 11:58:22,"Fitur siJejak nya gimana? Ini sudah saya checklis n klik unggah data, udah saya checklist aktifkan, tapi kok ga hilang² tampilan persetujuannnya? Masih bug atau gimana? Kacaw sih..."
Salsa Nanda Prima Setiawan,3,2022-02-28 11:29:54,"Hari Sabtu 2 minggu lalu saya dinyatakan positif. Dan hasilnya terinput di Peduli Lindungi. Dan kemarin saya baru saja melakukan swab dan Alhamdulillah hasilnya sudah negatif. Dan sudah diinput di Peduli Lindungi oleh pihak kliniknya. Tetapi di akun saya masih saja muncul notifikasi untuk unggah data Sijejak. Dan sudah saya ikuti kemudian bluetooth sudah nyala. Sewaktu diback, masih tetap saja muncul pemberitahuan untuk unggah data Sijejak terus, dan diarahkan ke hal yang sama. Bagaimana ya?"
Rocky Catur Wibisono,3,2022-02-28 11:06:27,"Menu klaim sertifikat vaksin kolom tanggal lahir, tolong diperbaiki. Masa saya harus turun per bulan untuk cari tanggal lahir saya, itu sangat memakan waktu kadang nge-lag. Masih banyak bug di mana²"
Anadara Desiana,1,2022-02-28 10:43:13,"Unggah data sijejak udh di centang setuju, si jejak udh di aktifkan. Terus aja muncul notif yg sama. Useless jadinya. Bulak bali aja disitu terus gabisa ke menu lain"
Haris Sulistyo,1,2022-02-28 10:34:41,Masih ada bug.. Si jejak jejak atau apalah itu suka error ketika org yg dinyatakan positif membuka ulang aplikasi.. Padahal bluetooth udah on
Zhafran Ariendra Firdaus,1,2022-02-28 08:18:41,"Setelah di update, penggunaan aplikasi ini malah membingungkan. Cuman muter² di aktivasi si Jejak dan Unggah Data. Mohon segera diperbaiki."
sendey prahasto,1,2022-02-28 07:57:48,Aplikasi banyak bugnya. Ini disuruh upload si jejak. Yg di upload apa. Pop up terus tidak hilang hilang. Kalau buat aplikasi sekalian yang bagus
Tegar Herendra,1,2022-02-28 07:31:55,"Saya sama kayak kebanyakan yang komplen.Saya positif tanggal 22,lalu hari ini saya tes dan hasilnya negatif.Tapi kenapa di peduli lindungi masih positif dan gimana caramya saya bisa scan barcode kalau harus muter muter di rekam jejak dan nggak bisa ke screen semula peduli lindungi.tolong solusinya"
Novita Eva,5,2022-02-28 07:12:02,"Saya tidak pernah mendapatkan notifikasi ketika tempat-tempat yang saya datangi ternyata menjadi penyebaran klaster, atau ketika orang yang bersamaan dengan saya pada tempat tertentu yg di scan di kemudian hari postif juga tidak pernah ada notif ketika masa inkubasinya. Jadi aplikasi ini hanya sayarat dan formalitas saja tanpa ada fungsi lebih jauh. Sangat kecewa. Minimal terhubung dengan telemedicin kek gitu."
Syachfadhil,1,2022-02-28 03:42:50,"aplikasi rusak, gabisa dapat pemberitahuan terbaru, adanya yg positif terus ga berubah-ubah padahal sudah negatif, dapat notif kaya diteror berkali-kali itupun isinya sama pemberitahuan positif. Ga ngerti lagi muncul ""unggah data"" udah diklik aktifin sijejak sijejak gajelas, ngestuck gitu-gitu aja. Rusak."
Hana Hanuna,1,2022-02-28 03:27:57,"Layanan bantuan lwt WA di klik malah gak bisa, vaksin udh dri kapan tp sertifikat gk keluar² juga. Gimana sih ini???!!!!!!!!!!! Aplikasi minta upgrade terus ya udh di upgrade tp ttp aja kualitas nya. Ditunggu perbaikannya🙏🏻"
lina wati,1,2022-02-28 03:09:14,"Aplikasi yg kurang efektif. Tidak membantu untuk kasus konfirmasi positif. Terdata konfirmasi positif dan sudah aktifkan sijejak tapi masih keluar notif yg sama. Tdk bisa melihat fitur lain, tampilan lain krn tampilan yg muncul hanya satu. Notif muncul tapi diklik tidak bisa krn munculnya hanya tampilan ""KAMU TERDATA SBG KASUS KONFIRMASI POSITIF"". Bagaimana kami bisa akses informasi soal penanganan dll dr notif kalo tampilan tidak bisa berubah."
Yagi Muhammad,1,2022-02-28 03:08:55,Aplikasi ga jelas di keterangan udh ada jadwal vaksin dan saya sudah melakukan vaksinasi sesuai tgl ternyata sertifikat nya ga muncul malah yang ada tanggal vaksinasi nya berubah masa saya hrs mengulang vaksinasi lagi kacau nih aplikasi?!!!!
ipink bae,1,2022-02-28 02:50:37,"Pada kolom tanggal lahir tidak efisien.. Krn harus meng-klik trus tanggal, bulan dan tahun lahir.. Dan pada kolom tanggal sehabis vaksin jg.. Harusnya tinggal meng-klik terus masukan angkanya saja tanpa harus menggeser tanggal, bulan dan tahunnya.. Terlalu lama"
Aziizah Sofiasih,1,2022-02-28 02:45:33,"Nginput tanggal lahir nya harus manual, apalagi saya kelahiran tahun lama alias dah tua... hadehhhh mencet tolmbolnya nya musti berkali2 sampe muncul tanggal kelahiranyya.... ehhh baru dapet tahun 2018 udah ngehang hp nya. Padal warga butuh & wajib scan kalo mau kemana2 di public fclts ,tapi kok gitu ya aplikasi nya.. 😓"
Ega Saputra,1,2022-02-28 02:18:09,"Bagaimana ini solusi nya, masa status Positif Covid nya gak berubah menjadi Negatif? Padahal sudah di nyatakan Negatif oleh dokter. Trus kenapa selalu muncul Pop Up Sijejak? Padahal sudah ikuti instruksi tapi tetap balik muncul Pop Up nya. Ini sangat mengganggu, dan Padahal besok saya akan melaksanakan Sidang Skripsi, karena aplikasi ini saya jadi terancam gagal sidang karena tidak bisa Login. Segera di perbaiki."
Seno Adjie,1,2022-02-28 01:46:27,"Tolong peduli lindungi kenapa muncul si jejak terus gak bisa digunakan aplk nya, sya sudah negatif tapi masih muncul terus tolong direspon. Kalo emang gak bisa ngunggah data nonton aktif in aja si jejak bikin emosi!!"
Rinof Riadi,1,2022-02-27 23:35:37,"ini tampilan si jejak sangat mengganggu padahal udh NEGATIF, tp muncul terus, sy jg udh klik mengunggah data tp di back malah minta lg,, Pas Positif langsung ngelink tp Pas NEGATIF malah susah bgt update di aplikasi, need solusi min? sangat merugikan, susah aktifitas"
Miftah Jun,1,2022-02-27 22:47:53,Update data untuk sijejak bikin aplikasi ini error'. Sudah selesai update data seperti yang diminta tp tdk bisa masuk ke menu2 utama. Perlu di perbaiki lagi secepatnya karena semua aktivitas tergantung dgn aplikasi ini. Terimakasih. Klo sdh gak ada bug sijejak saya kasih 5 bintang
Khoirul Mustofa,3,2022-02-27 21:12:54,"E-Hacnya klo lebih dri 1 penumpang kudu di input satu satu, klo di input lewat button ""tambah penumpang lain"" yg kebaca tetap penumpang no.1. misal ada penumpang A,B, C & D, kalau inputnya melalui button tmbah penumpang yg muncul nama penumpang A, A, A & A. Tpi pas begitu di hapus satu persatu baru muncul nama aslinya. Untuk pengembang perbaiki lgi ya"
Noe Idink,2,2022-02-27 20:17:44,Untk masukan buat aplikasinya sangat bagus tp kedepannya klo bisa dirubah untuk penulisan tanggal supsya langsung ketik tidak diurutkan jd g kelamaan dan praktis
Renaldy Ardiansyah,5,2022-02-27 14:49:24,"Aplikasi nya tidak akurat...saya sudah melakukan vaksinasi ke 2, tetapi di aplikasi nya masih vaksin ke 1...Mohon diperbaiki data-data nya ya. Edited : Masalah sudah teratasi semua, data-data di dalam aplikasi sudah sesuai...👍🏻"
Aliya 1102,1,2022-02-27 14:19:33,"Saya sudah vaksin , dan pihak dokter telah mengkonfirmasi data saya sudah masuk. Tapi knp di aplikasi peduli lindungi, status vaksin saya tdk terdaftar. Saya jadi tdk bisa bepergian ke fasilitas umum, dan perjalanan jauh. Tlong untuk secepatnya mengirim sertifikat vaksin yg sudah di entry dr pihak medis, sudah vaksin tapi di data di nyatakan merah(blum vaksin)."
Eko Santoso,2,2022-02-27 13:01:10,Assalamu'alaikum.. saya sudah mulai minggu kmrn terkonfirmasi positif. Tapi aplikasi peduli lindungi hanya muncul warna hitam dan ada notifikasi sijejak yg tidak bisa diapa2in. Harus diapakan itu si jejak? Apakah kita harus mengisi data nomor yg dekat dengan kita atau bagaimana?
Eko Basuki,2,2022-02-27 12:31:09,"Karena NIK setiap orang pasti berbeda, seharusnya saat memasukkan data cukup dgn NIK. Bayangkan jika orang berumur 80 thn, dibutuhkan 80x12=960x tap hanya untuk mencari bln dan tgl yg diinginkan. Kita ini hidup diera apa sih?"
Kristina Tina,1,2022-02-27 12:04:25,apps nya ngaco. minta aktifkan di jejak karena positif PCR. sudah diaktifkan tp malah jd tidak bisa dipakai apps nya. help support tidak membantu sama sekali. payaaaaahhh
Rengganis Ernia,2,2022-02-27 10:38:43,"Aplikasi peduli lindungi mengalami eror. Aplikasi meminta saya untuk mengaktifkan fitur ""sijejak"", saya sudah aktifkan. Namun jendela pemberitahuan tidak hilang, sehingga saya tidak bisa menggunakan aplikasi pedulilindungi. Bahkan setelah saya tutup aplikasinya, aplikasi tetap meminta saya untuk mengaktifkan si jejak, padahal beberapa detik sebelumnya saya sudah mengaktifkannya. Tolong diperbaiki segera, karena saya tidak bisa memakai aplikasi jika jendela tidak bisa di hilangkan."
gani lesmana,2,2022-02-27 10:21:06,Aplikasinya buruk. Susah mendapat layanan isoman. Ketika terdeteksi positif.. halaman muka selalu tampil dan minta di klik unggah data. Padahal sijejak sudah diaktifkan. Mau masuk layanan isoman harus buka tutup aplikasi puluhan kali. Berlomba sama tampilan notifikasi
1. Abyan Arya M.I,4,2022-02-27 10:19:25,"Kenapa yah saya itu suka tiba-tiba logout dari akun peduli lindungi punya saya, padahal suda saya kaitkan akun saya untung aja bisa masuk ulang dengan cara lewat email google, itu saja keluhan nya semoga untuk kedepan nya aplikasi ini di tingkatkan lagi."
Edy Siswanto,1,2022-02-27 09:20:11,"Setelah update, hanya keluar suruh unggah data (sijejak) tapi setelah di aktifkan juga gak bisa masuk aplikasi. Tolong diperbaiki"
Santi Baturaja,1,2022-02-27 08:33:16,"Kenapa saya tidak bisa cek sertifikat vaksin, input data sudah benar semua capha juga sudah ,pas claim nya ngga bisa, jadi tidak bisa membantu aplikasi ini.percuma saja"
WITO gaming,3,2022-02-27 05:47:37,"Mohon maaf untuk apk pedulilindungi ini saya anggap tidak jeli dan tidak uptudate ... Saya sudah melakukan vaksin ke dua dan saya sudah melengkapi profil, nik, dan login.. Tetap saja untuk sertifikat ke dua saya tidak tersedia juga Dan malah data saya tidak tidak tersedia"
Rimadhotul Cholifah,1,2022-02-27 05:43:15,"Terkonfirmasi positif Saat buka aplikasi mau cari info2 yg muncul selalu tampilan si jejak... sudah di unggah di aktifkan tetap munculnya itu aja,, ngak bisa akses menu lain. Gimana ini aplikasinya, tolong dong di perbaiki ???"
Zero Ferry,4,2022-02-27 05:14:08,"Sudah cukup baik, UI nya udah lumayan cepat dan data kita dapat diakses. Semoga selalu ada peningkatan untuk kemudahan warga Indonesia"
Cak Nurhid,1,2022-02-27 03:58:04,"Masalah yang sangat menganggu. 1. Saat masuk dicegat dengan pop-up ""Kamu terdata sebagai terkonfirmasi Covid-19"". Harus menghidupkan Sijejak agar bisa Unggah Data. 2. Sudah mengaktifkan Sijejak tetap nggak bisa Unggah Data. Balik lagi ke layar Sijejak. 3. Harus bagaimana?"
Alifah Hariani,1,2022-02-27 03:04:41,"Kenapa aplikasi tidak bisa digunakan, selalu muncul aktifkan sijejak, sudah diklik aktifkan, muncul terus, muncul terus, sampek gak bisa dipakek sama sekali aplikasinya"
Rabiul Awal,1,2022-02-27 02:10:13,Jujur Saya sangat kecewa dengan aplikasi ini. Sebab saya sudah 2 kali vaksin. Hanya ada keterangan vaksin 1 yg muncul. keterangan vaksin ke 2 itu tidak muncul di aplikasi. Itu pun persyaratan sertifikat di buat itu sulit. Sya mohon 🙏 apa bila aplikasi ini sangat membantu. Tolong di permudah persyaratan nya. Untuk sementara ini saya beri 1 ranting nanti kalau aplikasi ini sudah sempurna saya beri 5 ranting. Terimah kasih
Ardy milanisty,1,2022-02-26 22:56:02,Pelayanan anda tidak jelas. Saya sudah melakukan vaksin 2x srtifikat K2 tidak muncul kenapa yang pertama bisa yang ke 2 tidak. Saya minta bantuan memlalui arahan dari applikasi. Tetap hasilnya nihil. Tolong di perbaiki lagi kalau pertama bisa harus nya ke2 otomatis bisa juga. Tapi kenapa tidak muncul. Arahan bantuan lewat aplikasi itu tidak jelas.
Anggi Herlianto,2,2022-02-26 18:08:12,"Saya udah isi profil,,udah isi lengkap data sertifikat vaksin,,malah itu udah saya unduh sertifikatnya,,,tapi tetep klik buat barcode aja malah keluar terus,,,udah mentok saya seharian ngulik aplikasi nya"
Monalisa Eva Sanggi,1,2022-02-26 15:06:23,"Notifikasi sijejak selalu muncul di homescreen dan tidak bisa ditutup meskipun sudah konfirmasi unggah data. Tidak bisa pencet tombol ""tanda tanya"" karena tertutup notifikasi sijejak!!"
Dihan Agus Pratama,1,2022-02-26 14:57:48,"Udah lama gak buka app, pas buka sertifikat vaksin gak ada, disuruh klaim, pas masukin data di suruh cantumin tgl vaksin, padahal udah gak punya data yg bisa nunjukin tgl berapa di vaksin dosis 1 dan 2, ini pengelolaan datanya gimana ya, pake acara ilang aja di app nya."
Puji Andriana,1,2022-02-26 12:47:20,Sy pernah aplikasi peduli lindungi di hp sy tiba tiba nongol jam 12 siang tertulis cek in CCM cibinong padahal sy sedang berada dirumah..bagaimana ini yaa..apa aplikasi sy di hp sy ini dipalsukan orang lain atau memang sistemnya eror
196_Faizatul Ulya,1,2022-02-26 11:28:08,"Di update kok malah nggak jelas gini sih, mau ngecek sertifikat malah gabisa2 padahal udah tak masukin semua ... Tapi ga bisa2.. Lebih enak sebelum di update"
Jhoni Master Sipayung,1,2022-02-26 10:32:40,"Saya tes antigen dan dinyatakan positif. Lalu 9 hari kemudian saya tes lg dan hasilnya negatif, tetapi di aplikasi cuma minta unggah data si jejak saja. Saya sudah ikuti petunjuk unggah data si jejak, tp tetap kembali ke tampilan unggah data terus. Shg saya tidak bisa cek apakah hasil tes terbaru sudah diupdate di aplikasi atau belum. Padahal pihak klinik sudah berikan foto bahwa mereka sudah input data ke peduli lindungi. Tolong diperbaiki. Aktifitas terganggu tidak bisa kembali normal."
Keeruna Putri Aditya,2,2022-02-26 10:20:38,"Sijejak nya muncul terus tiap buka aplikasi padahal udh disetujui dan udh di enable jg Bluetooth nya, jadi gabisa ngecek status dan info"" lain"
KookieTan 97,1,2022-02-26 10:13:29,Membantu sih cuma aneh aja udah vaksin kedua tapi sertifikat gak muncul tetep statusnya vaksin pertama. Bukannya memudahkan malah mempersulit ini mah. Terus untuk masalah tanggal bisa gak langsung ketik gak perlu geser
ardian purba,4,2022-02-26 10:12:45,"Aplikasi sangat mendukung saling peduli dan saling melindungi antar sesama, memang masih ada sedikit kelemahan yang harus diperbaiki supaya aplikasi menjadi optimal."
